time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-05-13T20:38:14.640Z,37.3746667,-118.7768333,13.57,1.07,md,16,148,0.1715,0.03,nc,nc73181235,2019-05-14T01:54:02.656Z,"16km WSW of Round Valley, CA",earthquake,0.32,1.18,0.127,13,reviewed,nc,nc
2019-05-13T20:36:46.290Z,36.1223333,-117.6651667,2.62,1,ml,19,77,0.07007,0.1,ci,ci38592664,2019-05-14T19:01:47.764Z,"27km ENE of Coso Junction, CA",earthquake,0.16,0.35,0.216,8,reviewed,ci,ci
2019-05-13T20:31:10.159Z,61.3288,-149.9204,21.2,2.2,ml,,,,0.6,ak,ak01964akhsl,2019-05-13T20:43:06.543Z,"12km N of Anchorage, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-05-13T20:27:08.510Z,38.8218346,-122.8150024,3.25,0.56,md,11,92,0.004153,0.03,nc,nc73181230,2019-05-13T21:08:02.467Z,"7km NW of The Geysers, CA",earthquake,0.41,1.08,,1,automatic,nc,nc
2019-05-13T20:26:00.990Z,51.9306667,-176.0841667,11.6,-0.11,ml,5,271,0.09424,0.08,av,av61996526,2019-05-14T21:30:36.010Z,"39km E of Adak, Alaska",earthquake,0.85,1.27,0.381,5,reviewed,av,av
2019-05-13T20:23:36.850Z,36.1211667,-117.6663333,2.64,1.41,ml,14,92,0.07121,0.13,ci,ci38592640,2019-05-13T20:51:47.330Z,"27km ENE of Coso Junction, CA",earthquake,0.32,0.65,0.204,18,reviewed,ci,ci
2019-05-13T20:19:19.665Z,66.3004,-157.4298,0,1.6,ml,,,,0.88,ak,ak01964ahxw5,2019-05-13T20:26:32.002Z,"71km SSW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-05-13T20:17:28.660Z,36.116,-117.6701667,2.3,1.47,ml,26,71,0.07635,0.14,ci,ci38592624,2019-05-13T20:41:36.010Z,"26km ENE of Coso Junction, CA",earthquake,0.17,0.37,0.157,23,reviewed,ci,ci
2019-05-13T20:14:42.170Z,36.1215,-117.6693333,2.81,2.77,ml,29,63,0.07086,0.16,ci,ci38592608,2019-05-13T20:25:26.680Z,"26km ENE of Coso Junction, CA",earthquake,0.27,0.99,0.168,25,automatic,ci,ci
2019-05-13T20:07:49.510Z,36.0155,-117.7648333,0.23,0.88,ml,13,59,0.009696,0.2,ci,ci38592600,2019-05-13T20:11:24.233Z,"16km NE of Little Lake, CA",earthquake,0.39,0.58,0.162,15,automatic,ci,ci
2019-05-13T20:07:44.904Z,66.2987,-157.4624,0,1.4,ml,,,,0.86,ak,ak01964aff7a,2019-05-13T20:12:28.152Z,"72km SSW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-05-13T19:53:03.360Z,18.163,-67.3371,16,2.43,md,10,204,0.2516,0.23,pr,pr2019133008,2019-05-13T23:23:12.150Z,"18km WNW of Puerto Real, Puerto Rico",earthquake,0.84,0.77,0.23,5,reviewed,pr,pr
2019-05-13T19:50:08.187Z,61.4028,-147.6467,9,2,ml,,,,0.8,ak,ak01964a34ml,2019-05-13T19:54:34.115Z,"73km ESE of Lazy Mountain, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-05-13T19:43:24.530Z,42.0368333333333,-121.647333333333,-1.76,1.68,ml,9,180,,0.44,uw,uw61522541,2019-05-13T22:53:23.530Z,"16km WNW of Tulelake, California",explosion,1.9,31.61,0.0826705133532823,4,reviewed,uw,uw
2019-05-13T19:38:32.415Z,66.2656,-157.2783,0,0.9,ml,,,,0.97,ak,ak01964a0lvt,2019-05-13T19:49:12.520Z,"73km SSW of Kobuk, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-05-13T19:34:06.516Z,38.0859,-117.0682,11,1.2,ml,8,211.05,0.122,0.1705,nn,nn00684666,2019-05-13T19:44:37.243Z,"14km E of Tonopah, Nevada",earthquake,,2.4,0.03,2,reviewed,nn,nn
2019-05-13T19:30:55.087Z,66.3057,-157.2352,11.6,1.1,ml,,,,0.52,ak,ak019649yxwk,2019-05-13T19:33:59.289Z,"68km SSW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-05-13T19:24:02.220Z,18.151,-67.3408,14,3.28,md,21,208,0.2068,0.21,pr,pr2019133007,2019-05-13T20:48:07.316Z,"18km WNW of Puerto Real, Puerto Rico",earthquake,0.64,0.88,0.22,15,reviewed,pr,pr
2019-05-13T19:23:19.520Z,38.821167,-122.8138351,2.73,1.39,md,27,46,0.003685,0.04,nc,nc73181205,2019-05-13T20:16:04.172Z,"7km NW of The Geysers, CA",earthquake,0.21,0.44,0.07,5,automatic,nc,nc
2019-05-13T19:21:35.278Z,67.8627,-145.381,0,1.6,ml,,,,0.88,ak,ak019649wyxj,2019-05-13T19:27:17.451Z,"30km SSE of Arctic Village, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-05-13T19:17:52.448Z,66.268,-157.424,0,1.1,ml,,,,0.95,ak,ak019649w5e4,2019-05-13T19:21:25.682Z,"75km SSW of Kobuk, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-05-13T19:17:27.440Z,37.546,-118.845,1.95,0.53,md,6,272,0.04573,0.03,nc,nc73181195,2019-05-13T20:58:03.418Z,"15km W of Toms Place, CA",earthquake,1.19,1.39,0.133,6,reviewed,nc,nc
2019-05-13T19:17:08.140Z,46.449,-122.6735,-1.11,0.66,md,6,309,,0.18,uw,uw61522536,2019-05-13T22:43:55.260Z,"20km ESE of Winlock, Washington",explosion,1.51,31.61,0.0366965159818675,4,reviewed,uw,uw
2019-05-13T19:08:24.850Z,44.727,-113.054,5.91,0.35,ml,3,203,0.177,0.08,mb,mb80343749,2019-05-14T15:15:28.810Z,"37km WNW of Lima, Montana",earthquake,0.87,6.51,0.025,2,reviewed,mb,mb
2019-05-13T19:05:02.760Z,34.1816667,-117.926,0.32,1.46,ml,17,68,0.1174,0.14,ci,ci38592520,2019-05-13T19:08:49.286Z,"6km NNW of Azusa, CA",earthquake,0.31,0.6,0.346,39,automatic,ci,ci
2019-05-13T18:58:01.810Z,34.9998333,-118.1916667,-0.82,1.09,ml,19,52,0.1234,0.25,ci,ci38592512,2019-05-13T22:13:35.259Z,"6km SSW of Mojave, CA",quarry blast,0.5,31.61,0.119,8,reviewed,ci,ci
2019-05-13T18:51:31.420Z,38.8346672,-122.7901688,1.6,0.72,md,7,123,0.003739,0.01,nc,nc73181190,2019-05-13T18:53:07.243Z,"6km WNW of Cobb, CA",earthquake,0.76,0.83,0.06,2,automatic,nc,nc
2019-05-13T18:50:46.115Z,65.216,-150.0425,17.6,1.9,ml,,,,0.86,ak,ak019649hry3,2019-05-13T18:55:10.308Z,"36km NE of Manley Hot Springs, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-05-13T18:47:35.650Z,38.7963333,-122.777832,3.4,2.44,md,41,43,0.008488,0.03,nc,nc73181185,2019-05-13T22:50:02.038Z,"3km NW of The Geysers, CA",earthquake,0.17,0.28,0.17,20,automatic,nc,nc
2019-05-13T18:46:06.900Z,38.8160019,-122.824501,2.15,1.05,md,21,54,0.008006,0.03,nc,nc73181180,2019-05-13T19:07:02.639Z,"7km NW of The Geysers, CA",earthquake,0.25,0.43,0.06,3,automatic,nc,nc
2019-05-13T18:44:33.920Z,38.8173332,-122.810997,2.54,0.55,md,6,112,0.006096,0.02,nc,nc73181175,2019-05-13T19:02:02.611Z,"6km NW of The Geysers, CA",earthquake,0.68,1.87,,1,automatic,nc,nc
2019-05-13T18:40:45.395Z,61.4929,-149.9322,39.6,1.1,ml,,,,0.47,ak,ak019649fmpn,2019-05-13T18:46:48.024Z,"3km SSE of Big Lake, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-05-13T18:40:26.870Z,38.8216667,-122.8133316,2.84,1.57,md,28,46,0.003075,0.04,nc,nc73181170,2019-05-13T22:10:02.859Z,"7km NW of The Geysers, CA",earthquake,0.19,0.38,0.05,5,automatic,nc,nc
2019-05-13T18:37:02.570Z,44.3253333,-110.5453333,5.03,1.69,md,8,184,0.06436,0.12,uu,uu60324702,2019-05-13T20:24:25.920Z,"27km ESE of Old Faithful Geyser, Wyoming",earthquake,0.59,1.33,0.388,6,reviewed,uu,uu
2019-05-13T18:33:11.870Z,44.3108333,-110.5443333,4.6,1.47,md,10,129,0.07885,0.14,uu,uu60324697,2019-05-13T20:28:37.330Z,"28km SE of Old Faithful Geyser, Wyoming",earthquake,0.72,1.04,0.267,5,reviewed,uu,uu
2019-05-13T18:32:49.900Z,44.349,-110.5295,4.93,0.25,md,5,249,0.04197,0.11,uu,uu60018194,2019-05-13T20:32:47.090Z,"26km ESE of Old Faithful Geyser, Wyoming",earthquake,0.93,0.89,0.358,3,reviewed,uu,uu
2019-05-13T18:29:21.964Z,61.8582,-149.3309,0.8,1.2,ml,,,,0.94,ak,ak019649d80v,2019-05-13T18:33:44.346Z,"13km NNW of Fishhook, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-05-13T18:26:23.833Z,39.1652,-118.0234,6.7,1,ml,5,143.67,0.163,0.1053,nn,nn00684658,2019-05-13T19:29:13.089Z,"34km NNW of Gabbs, Nevada",earthquake,,24.1,0,1,reviewed,nn,nn
2019-05-13T18:12:03.840Z,52.0696667,-176.08,3.94,-0.89,ml,5,128,0.0263,0.12,av,av70831354,2019-05-14T21:21:30.910Z,"44km ENE of Adak, Alaska",earthquake,0.6,1.61,0.135,5,reviewed,av,av
2019-05-13T18:10:04.135Z,69.4363,-144.0604,0,1.6,ml,,,,1.41,ak,ak0196499423,2019-05-13T18:14:39.618Z,"79km SSW of Kaktovik, Alaska",earthquake,,1,,,automatic,ak,ak
2019-05-13T18:09:29.650Z,52.0718333,-176.13,-0.36,-1.02,ml,4,136,0.01997,0.1,av,av70831349,2019-05-14T21:19:29.420Z,"42km ENE of Adak, Alaska",earthquake,0.54,0.75,0.283,4,reviewed,av,av
2019-05-13T18:09:25.490Z,45.9121667,-112.2446667,-2,1.02,ml,6,159,0.17,0.08,mb,mb80343714,2019-05-14T14:44:12.490Z,"12km WNW of Whitehall, Montana",quarry blast,1.3,31.61,0.224,4,reviewed,mb,mb
2019-05-13T18:09:13.260Z,52.0686667,-176.0825,4.1,-0.2,ml,5,122,0.0279,0.13,av,av61996471,2019-05-14T21:15:57.350Z,"44km ENE of Adak, Alaska",earthquake,0.57,1.19,0.229,5,reviewed,av,av
2019-05-13T18:09:03.340Z,32.6976667,-115.9223333,6.71,1.33,ml,16,86,0.05001,0.24,ci,ci38592392,2019-05-13T18:12:39.737Z,"8km ESE of Ocotillo, CA",earthquake,0.5,0.96,0.479,17,automatic,ci,ci
2019-05-13T17:57:16.640Z,38.7794991,-122.7464981,0.08,0.87,md,9,123,0.008502,0.02,nc,nc73181160,2019-05-13T19:04:03.623Z,"1km ENE of The Geysers, CA",earthquake,0.27,0.46,0.05,4,automatic,nc,nc
2019-05-13T17:56:59.042Z,69.5086,-144.2078,0,1.3,ml,,,,0.6,ak,ak019648xnke,2019-05-13T18:01:46.301Z,"73km SSW of Kaktovik, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-05-13T17:55:25.470Z,33.8161667,-117.48,0.87,1.6,ml,51,41,0.05584,0.24,ci,ci38592344,2019-05-13T18:06:40.150Z,"8km SSE of Home Gardens, CA",earthquake,0.29,0.68,0.222,32,automatic,ci,ci
2019-05-13T17:31:24.760Z,18.066,-66.4528,5,1.7,md,4,244,0.1267,0.23,pr,pr2019133005,2019-05-13T18:49:32.251Z,"3km NNE of Rio Canas Abajo, Puerto Rico",earthquake,2.59,2.45,0.02,3,reviewed,pr,pr
2019-05-13T17:30:28.712Z,38.2868,-118.7497,7.3,1.6,ml,16,57.66,0.171,0.1794,nn,nn00684654,2019-05-13T19:23:02.649Z,"28km SSW of Hawthorne, Nevada",earthquake,,2.1,0.25,7,reviewed,nn,nn
2019-05-13T17:21:10.172Z,60.9716,-147.031,20,1.9,ml,,,,0.64,ak,ak019648q1s0,2019-05-13T17:25:48.910Z,"40km WSW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-05-13T17:19:03.350Z,38.7944984,-122.8099976,2.25,0.55,md,8,173,0.0173,0.04,nc,nc73181150,2019-05-13T18:10:03.189Z,"5km WNW of The Geysers, CA",earthquake,1.09,1.67,,1,automatic,nc,nc
2019-05-13T17:16:34.310Z,38.8098335,-122.8228302,1.9,2.2,md,35,49,0.005052,0.05,nc,nc73181145,2019-05-13T20:12:03.004Z,"7km WNW of The Geysers, CA",earthquake,0.18,0.29,0.11,9,automatic,nc,nc
2019-05-13T16:57:16.587Z,37.6721,21.2673,10,4.9,mb,,45,1.587,0.67,us,us70003kgm,2019-05-14T16:04:52.849Z,"12km SSW of Kardamas, Greece",earthquake,5.9,1.9,0.039,211,reviewed,us,us
2019-05-13T16:56:44.044Z,66.2696,-150.232,10,1,ml,,,,1.27,ak,ak019648c6ub,2019-05-13T17:03:22.014Z,"110km S of Coldfoot, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-05-13T16:53:04.411Z,-3.017,130.3981,34.98,4.9,mww,,61,1.85,0.59,us,us70003kgl,2019-05-13T18:17:20.040Z,"168km ENE of Amahai, Indonesia",earthquake,5.6,5.8,0.075,17,reviewed,us,us
2019-05-13T16:41:26.623Z,-23.2667,-179.0903,418.07,4.5,mb,,107,6.111,0.8,us,us70003kgf,2019-05-13T18:11:29.040Z,"292km S of Ndoi Island, Fiji",earthquake,12.1,8.3,0.062,77,reviewed,us,us
2019-05-13T16:31:31.170Z,37.9126667,-122.228,2.89,0.68,md,8,274,0.02886,0.01,nc,nc73181130,2019-05-14T01:15:05.366Z,"5km E of Kensington, CA",earthquake,1.39,2.38,0.205,4,reviewed,nc,nc
2019-05-13T16:23:08.260Z,19.3118333,-155.214,8.07,2.15,ml,43,137,0.03206,0.09,hv,hv70950401,2019-05-14T00:43:51.070Z,"13km S of Volcano, Hawaii",earthquake,0.25,0.53,0.169,27,reviewed,hv,hv
2019-05-13T16:12:01.113Z,60.1248,-141.5238,0.1,1.2,ml,,,,2.12,ak,ak0196482o1b,2019-05-13T17:10:55.223Z,"50km E of Cape Yakataga, Alaska",ice quake,,0.5,,,automatic,ak,ak
2019-05-13T15:48:40.936Z,37.4033,-116.0716,6.5,0.1,ml,16,272.22,0.175,0.1564,nn,nn00684709,2019-05-14T00:40:38.855Z,"80km W of Alamo, Nevada",earthquake,,2.6,0.19,9,reviewed,nn,nn
2019-05-13T15:43:22.220Z,33.659,-116.7168333,12.87,1.08,ml,39,41,0.05208,0.16,ci,ci38592128,2019-05-13T16:59:08.700Z,"9km S of Idyllwild, CA",earthquake,0.2,0.37,0.135,27,reviewed,ci,ci
2019-05-13T15:33:09.060Z,33.221,-116.7378333,11.84,0.6,ml,33,45,0.02304,0.18,ci,ci38592112,2019-05-13T15:36:51.003Z,"3km SE of Lake Henshaw, CA",earthquake,0.31,0.71,0.188,9,automatic,ci,ci
2019-05-13T15:31:27.770Z,37.6121,21.2837,10,4.5,mb,,97,1.632,0.77,us,us70003kf8,2019-05-13T18:34:04.619Z,"15km WSW of Pyrgos, Greece",earthquake,6.1,1.9,0.093,34,reviewed,us,us
2019-05-13T15:30:10.520Z,52.0696667,-176.1253333,-0.87,-1.02,ml,4,144,0.01993,0.19,av,av70831339,2019-05-14T21:07:53.450Z,"42km ENE of Adak, Alaska",earthquake,0.4,0.6,0.285,4,reviewed,av,av
2019-05-13T15:24:13.024Z,61.4859,-149.9173,32.7,1.5,ml,,,,0.9,ak,ak019647jtxw,2019-05-13T15:29:16.482Z,"4km SSE of Big Lake, Alaska",earthquake,,0.1,,,automatic,ak,ak
2019-05-13T15:16:27.860Z,42.6168333,-111.4113333,-2.24,1.7,ml,13,130,0.1434,0.21,uu,uu60324687,2019-05-13T22:49:23.290Z,"16km ESE of Soda Springs, Idaho",earthquake,0.57,1.01,0.272,2,reviewed,uu,uu
2019-05-13T15:12:51.316Z,61.0227,-152.389,116.2,1.9,ml,,,,0.5,ak,ak019647hcc7,2019-05-13T15:16:53.536Z,"62km NNE of Redoubt Volcano, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-05-13T14:47:27.315Z,36.8318,-116.2519,1.3,-0.5,ml,7,128.71,0.051,0.1269,nn,nn00684708,2019-05-14T00:19:08.899Z,"46km E of Beatty, Nevada",earthquake,,11.3,0.2,5,reviewed,nn,nn
2019-05-13T14:42:26.540Z,34.0645,-117.5305,10.53,1.64,ml,49,35,0.1054,0.21,ci,ci38592048,2019-05-13T14:52:45.140Z,"7km NW of Glen Avon, CA",earthquake,0.28,0.59,0.209,27,automatic,ci,ci
2019-05-13T14:41:26.597Z,66.2569,-157.2383,2.3,1.1,ml,,,,0.78,ak,ak01964722kk,2019-05-13T14:48:07.781Z,"74km SSW of Kobuk, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-05-13T14:22:32.029Z,60.2353,-147.21,25.2,1.8,ml,,,,0.92,ak,ak019646y0d4,2019-05-13T14:44:16.390Z,"87km WSW of Cordova, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-05-13T14:18:49.140Z,37.5705,-113.3383333,12.54,1.56,md,9,117,0.2317,0.19,uu,uu60324682,2019-05-13T17:10:12.800Z,"27km WSW of Cedar City, Utah",earthquake,0.67,1.15,0.565,5,reviewed,uu,uu
2019-05-13T14:12:27.710Z,33.3101667,-116.3173333,10.48,1.74,ml,59,38,0.0935,0.21,ci,ci38591976,2019-05-13T16:59:16.290Z,"8km NE of Borrego Springs, CA",earthquake,0.24,0.54,0.191,26,reviewed,ci,ci
2019-05-13T14:11:53.156Z,66.2856,-157.2224,9.9,1.1,ml,,,,0.84,ak,ak019646vp4j,2019-05-13T14:20:20.158Z,"70km SSW of Kobuk, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-05-13T14:11:46.170Z,17.86,-65.6323,8,1.97,md,5,320,0.3556,0.46,pr,pr2019133004,2019-05-13T17:47:00.239Z,"30km ESE of Emajagua, Puerto Rico",earthquake,2.92,1.85,0.38,4,reviewed,pr,pr
2019-05-13T14:09:09.370Z,38.8014984,-122.7826691,11.89,0.91,md,8,188,0.009265,0.02,nc,nc73181100,2019-05-13T16:13:02.927Z,"4km NW of The Geysers, CA",earthquake,2.36,7.86,,1,automatic,nc,nc
2019-05-13T14:01:40.190Z,38.7840004,-122.7014999,1,1.02,md,6,148,0.01428,0.04,nc,nc73181090,2019-05-13T15:19:02.602Z,"1km NW of Anderson Springs, CA",earthquake,0.49,0.75,0.18,4,automatic,nc,nc
2019-05-13T13:49:27.030Z,38.7833333,-122.7613333,2.17,0.31,md,17,84,0.01306,0.04,nc,nc73181080,2019-05-13T21:18:03.050Z,"1km NNW of The Geysers, CA",earthquake,0.23,0.33,,1,reviewed,nc,nc
2019-05-13T13:38:13.136Z,37.2311,-116.7183,0,0,ml,6,224.53,0.31,0.1619,nn,nn00684707,2019-05-14T00:09:54.261Z,"35km N of Beatty, Nevada",earthquake,,0,0.69,4,reviewed,nn,nn
2019-05-13T13:33:51.796Z,65.839,-156.3602,15.5,0.8,ml,,,,0.45,ak,ak019646ez63,2019-05-13T13:39:11.326Z,"121km SSE of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-05-13T13:26:27.378Z,63.624,-150.71,3.2,1.4,ml,,,,0.62,ak,ak019646df99,2019-05-13T13:31:19.083Z,"89km WSW of Healy, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-05-13T13:22:41.120Z,34.0093333,-117.1773333,13.08,0.92,ml,29,89,0.05989,0.24,ci,ci38591920,2019-05-13T13:26:10.537Z,"5km S of Redlands, CA",earthquake,0.42,0.96,0.161,30,automatic,ci,ci
2019-05-13T13:22:24.398Z,39.2185,-120.0791,7.9,0.7,ml,9,119.65,0.038,0.1195,nn,nn00684706,2019-05-14T00:03:43.566Z,"3km SW of Tahoe Vista, California",earthquake,,1.2,1.2,5,reviewed,nn,nn
2019-05-13T13:15:44.234Z,61.4184,-152.2232,4.4,1.7,ml,,,,0.74,ak,ak019646b3oj,2019-05-13T13:20:26.311Z,"95km NNW of Nikiski, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-05-13T13:06:01.490Z,60.595,-152.7661667,12.29,-0.16,ml,5,197,,0.05,av,av70831324,2019-05-14T20:55:17.550Z,"12km N of Redoubt Volcano, Alaska",earthquake,0.87,0.66,0.097,4,reviewed,av,av
2019-05-13T13:02:57.803Z,38.7322,-119.7076,13.1,0.5,ml,6,82.85,0.175,0.0708,nn,nn00684705,2019-05-13T23:57:30.791Z,"17km S of Gardnerville Ranchos, Nevada",earthquake,,4.3,0.11,2,reviewed,nn,nn
2019-05-13T13:02:26.170Z,36.1201667,-117.665,2.11,0.63,ml,9,111,0.1248,0.16,ci,ci38591912,2019-05-13T13:27:53.526Z,"27km ENE of Coso Junction, CA",earthquake,0.39,0.84,0.18,7,reviewed,ci,ci
2019-05-13T12:54:51.648Z,61.5873,-150.4871,56.2,1,ml,,,,0.6,ak,ak019645y1l8,2019-05-13T12:57:51.122Z,"29km WNW of Big Lake, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-05-13T12:54:21.193Z,-6.368,150.9204,10,5.3,mb,,84,2.491,1.11,us,us70003kdc,2019-05-14T13:19:13.837Z,"124km SE of Kimbe, Papua New Guinea",earthquake,7.7,1.9,0.052,124,reviewed,us,us
2019-05-13T12:46:48.750Z,51.791,-178.7005,14.26,1.23,ml,5,297,0.03136,0.32,av,av61996331,2019-05-14T20:51:19.250Z,"39km WSW of Tanaga Volcano, Alaska",earthquake,2.73,1.59,0.057,3,reviewed,av,av
2019-05-13T12:42:27.850Z,38.7365,-119.7213333,-1.24,2.49,md,17,101,0.2596,0.12,nc,nc73181120,2019-05-14T00:27:04.078Z,"8km NE of Markleeville, CA",earthquake,0.39,2.39,0.265,17,reviewed,nc,nc
2019-05-13T12:41:53.114Z,-14.0779,-74.4393,83.45,5,mb,,138,3.13,1.24,us,us70003kct,2019-05-13T16:22:58.699Z,"76km NNW of Puquio, Peru",earthquake,9.5,3.4,0.052,120,reviewed,us,us
2019-05-13T12:35:10.020Z,37.634,-118.8271667,7.72,0.71,md,15,170,0.007964,0.05,nc,nc73181065,2019-05-13T20:47:03.353Z,"13km E of Mammoth Lakes, CA",earthquake,0.99,1.45,0.165,14,reviewed,nc,nc
2019-05-13T12:02:26.456Z,67.2,-143.7442,2.1,1.3,ml,,,,0.19,ak,ak019645mueo,2019-05-13T12:06:31.117Z,"97km NE of Fort Yukon, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-05-13T12:01:10.494Z,-23.4381,-174.9597,10,5.2,mb,,40,6.391,1.78,us,us70003kcb,2019-05-13T12:20:55.040Z,"233km S of `Ohonua, Tonga",earthquake,9.5,1.9,0.032,314,reviewed,us,us
2019-05-13T11:52:35.568Z,60.0985,-141.4773,0,1.3,ml,,,,1.1,ak,ak019645c5b8,2019-05-13T11:55:18.814Z,"53km E of Cape Yakataga, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-05-13T11:48:58.390Z,34.2183333,-117.414,13.41,0.62,ml,19,71,0.05342,0.13,ci,ci38591840,2019-05-13T16:19:44.562Z,"1km WSW of Devore, CA",earthquake,0.26,0.34,0.067,13,reviewed,ci,ci
2019-05-13T11:38:15.011Z,-23.916,-179.5237,517.08,4.7,mb,,120,6.544,0.69,us,us70003kc7,2019-05-13T12:01:19.040Z,"South of the Fiji Islands",earthquake,13.1,8.3,0.081,46,reviewed,us,us
2019-05-13T11:34:59.710Z,38.8305,-122.8138333,2.23,0.12,md,15,64,0.007678,0.02,nc,nc73181055,2019-05-14T17:30:04.089Z,"8km NW of The Geysers, CA",earthquake,0.3,0.69,0.214,2,reviewed,nc,nc
2019-05-13T11:13:21.030Z,33.4856667,-116.4625,17.37,0.51,ml,19,105,0.0486,0.2,ci,ci38591832,2019-05-13T13:28:19.007Z,"21km ESE of Anza, CA",earthquake,0.48,0.73,0.082,10,reviewed,ci,ci
2019-05-13T11:12:35.950Z,36.0248333,-120.1823333,20.1,1.63,md,27,147,0.1571,0.08,nc,nc73181050,2019-05-14T01:44:02.534Z,"5km WNW of Avenal, CA",earthquake,0.23,0.78,0.17,16,reviewed,nc,nc
2019-05-13T11:11:00.810Z,33.4923333,-116.7933333,4.03,0.97,ml,40,35,0.02083,0.17,ci,ci38591824,2019-05-13T13:28:34.380Z,"9km NE of Aguanga, CA",earthquake,0.17,0.47,0.098,27,reviewed,ci,ci
2019-05-13T11:06:16.772Z,63.4371,-149.3152,93.5,1.5,ml,,,,0.75,ak,ak019645292k,2019-05-13T17:05:02.701Z,"18km WNW of Cantwell, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-05-13T10:56:10.570Z,51.815,-178.8263333,6.53,-0.16,ml,5,224,0.01342,0.12,av,av61996296,2019-05-14T20:46:14.110Z,"47km W of Tanaga Volcano, Alaska",earthquake,0.68,0.85,0.232,5,reviewed,av,av
2019-05-13T10:53:19.997Z,5.3392,125.6783,168.27,4.6,mb,,124,1.722,0.71,us,us70003kbs,2019-05-13T12:08:34.040Z,"24km ESE of Sarangani, Philippines",earthquake,5.1,7.7,0.107,26,reviewed,us,us
2019-05-13T10:41:51.296Z,69.5558,-144.2284,0,1.6,ml,,,,1.4,ak,ak019644oe28,2019-05-13T10:46:34.687Z,"68km SSW of Kaktovik, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-05-13T10:30:01.805Z,64.1891,-149.9913,17,1.1,ml,,,,0.75,ak,ak019644lxck,2019-05-13T10:33:41.485Z,"60km SW of North Nenana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-05-13T10:25:41.954Z,66.3086,-157.2249,0.9,1.4,ml,,,,0.44,ak,ak019644kxv7,2019-05-13T10:31:30.685Z,"68km SSW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-05-13T10:20:00.021Z,36.4187,-117.4228,0,0.3,ml,6,278.18,0.472,0.2478,nn,nn00684704,2019-05-13T23:54:23.360Z,"60km ESE of Lone Pine, California",earthquake,,0,0.15,3,reviewed,nn,nn
2019-05-13T10:19:27.720Z,38.8409996,-122.8225021,1.89,1.26,md,15,80,0.01042,0.02,nc,nc73181045,2019-05-13T11:34:03.381Z,"9km WNW of Cobb, CA",earthquake,0.25,0.69,0.12,2,automatic,nc,nc
2019-05-13T10:19:01.928Z,66.3045,-157.4386,0.4,1.2,ml,,,,0.7,ak,ak019644jkhb,2019-05-13T10:23:38.090Z,"71km SSW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-05-13T10:10:57.377Z,62.1804,-150.683,0,1.9,ml,,,,0.6,ak,ak019644hrbk,2019-05-13T10:15:15.637Z,"33km WSW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-05-13T10:02:38.830Z,38.8395004,-122.8391647,1.29,1.56,md,9,117,0.003013,0.02,nc,nc73181035,2019-05-13T11:06:04.206Z,"10km NW of The Geysers, CA",earthquake,0.28,0.62,0.99,2,automatic,nc,nc
2019-05-13T09:59:35.693Z,37.2316,141.2504,10,4.6,mb,,136,0.734,0.77,us,us70003kbd,2019-05-13T20:49:53.395Z,"35km SE of Namie, Japan",earthquake,5.8,1.9,0.047,137,reviewed,us,us
2019-05-13T09:49:32.716Z,60.8532,-152.4319,109.5,1.7,ml,,,,0.92,ak,ak0196444mrh,2019-05-13T09:53:50.256Z,"44km NNE of Redoubt Volcano, Alaska",earthquake,,1,,,automatic,ak,ak
